"oid","prno","ismismatched_prno","zip","ismismatched_zip","phone","ismismatched_phone"
"1661","10102","false","36726","false","334682131","true"
"1663","10102","false","36726","false","3346824131***","true"
"1674","10103","false","35211","false","205783300","true"
"1677","10103","false","35211","false","205783300","true"
"1686","10103","false","35211","false","057833800","true"
"1692","10103","false","35211","false","205783380","true"
"1693","10103","false","35211","false","2057n833800","true"
"1699","10104","false","35213","false","255921000","true"
"1701","10104","false","35213","false","205591000","true"
"1703","10104","false","35213","false","205592000","true"
"1704","10104","false","35213","false","205592100","true"
"1706","10104","false","35213","false","205592100","true"
"1709","10104","false","35213","false","055921000","true"
"1712","10104","false","35213","false","2055921000***","true"
"1713","10104","false","35213","false","2055921000***","true"
"1715","10104","false","35213","false","0255921000","true"
"1716","10104","false","35213","false","205592100","true"
"1717","10104","false","35213","false","205591000","true"
"1724","10108","false","36067","false","334361s4267","true"
"1732","10109","false","35447","false","20536781f11","true"
"1735","10109","false","35447","false","205367811e1","true"
"1741","10109","false","35447","false","20c53678111","true"
"1749","10109","false","35447","false","2053678111***","true"
"1753","10110","false","36089","false","334738210","true"
"1754","10110","false","36089","false","3u347382140","true"
"1761","10110","false","36089","false","f3347382140","true"
"1763","10110","false","36089","false","334738214e0","true"
"1770","10110","false","36089","false","334732140","true"
"1773","10110","false","36089","false","334738r2140","true"
"1780","10112","false","36732","false","342894000","true"
"1784","10112","false","36732","false","r3342894000","true"
"1790","10112","false","36732","false","334289r4000","true"
"1799","10112","false","36732","false","334289000","true"
"1809","10113","false","36652","false","251435w4700","true"
"1811","10113","false","36652","false","2514354700***","true"
"1819","10113","false","36652","false","251435j4700","true"
"1821","10113","false","36652","false","2g514354700","true"
"1824","10113","false","36652","false","251434700","true"
"1835","10114","false","35021","false","2t054817000","true"
"1946","10126","false","36081","false","3346705000***","true"
"1837","10114","false","35021","false","2054m817000","true"
"1840","10114","false","35021","false","0254817000","true"
"1841","10114","false","35021","false","205481700","true"
"1849","10114","false","35021","false","205j4817000","true"
"1852","10118","false","36701","false","3344184100***","true"
"1853","10118","false","36701","false","3344x184100","true"
"1855","10118","false","36701","false","3344184100***","true"
"1862","10118","false","36701","false","33441w84100","true"
"1864","10118","false","36701","false","334418k4100","true"
"1872","10118","false","36701","false","3344184o100","true"
"1873","10118","false","36701","false","334184100","true"
"1877","10120","false","36461","false","251553111","true"
"1878","10120","false","36461","false","255753111","true"
"1885","10120","false","36461","false","251z5753111","true"
"1893","10120","false","36461","false","r2515753111","true"
"1896","10120","false","36461","false","25157531b11","true"
"1899","10120","false","36461","false","2515b753111","true"
"1904","10125","false","35565","false","205457117","true"
"1907","10125","false","35565","false","205485711m7","true"
"1913","10125","false","35565","false","205857117","true"
"1918","10125","false","35565","false","205485117","true"
"1921","10125","false","35565","false","205485717","true"
"1923","10125","false","35565","false","205457117","true"
"1927","10126","false","36081","false","3346705000***","true"
"1942","10126","false","36081","false","336705000","true"
"1945","10126","false","36081","false","334670000","true"
"1947","10126","false","36081","false","33467y05000","true"
"1956","10128","false","36545","false","251249021","true"
"1964","10128","false","36545","false","25z12469021","true"
"1965","10128","false","36545","false","212469021","true"
"1973","10128","false","36545","false","251246d9021","true"
"1976","10129","false","36507","false","251937521","true"
"1985","10129","false","36507","false","251375521","true"
"1990","10129","false","36507","false","251937m5521","true"
"1993","10129","false","36507","false","251t9375521","true"
"1994","10129","false","36507","false","251937521","true"
"1997","10129","false","36507","false","251975521","true"
"1998","10129","false","36507","false","2519375521***","true"
"1999","10129","false","36507","false","251975521","true"
"2080","10138","false","36925","false","r2053925263","true"
"2082","10138","false","36925","false","20n53925263","true"
"2086","10138","false","36925","false","20539252c63","true"
"2090","10138","false","36925","false","20539w25263","true"
"2092","10138","false","36925","false","2053u925263","true"
"2093","10138","false","36925","false","205395263","true"
"2094","10138","false","36925","false","205392563","true"
"2095","10138","false","36925","false","20539n25263","true"
"2098","10138","false","36925","false","205392526d3","true"
"2099","10138","false","36925","false","205392563","true"
"2102","10139","false","35209","false","2058a771000","true"
"2105","10139","false","35209","false","2o058771000","true"
"2108","10139","false","35209","false","2058k771000","true"
"2109","10139","false","35209","false","2t058771000","true"
"2113","10139","false","35209","false","208771000","true"
"2115","10139","false","35209","false","2058771j000","true"
"2116","10139","false","35209","false","2058771000***","true"
"2117","10139","false","35209","false","205871000","true"
"2124","10139","false","35209","false","205b8771000","true"
"2153","10145","false","35476","false","t2053334500","true"
"2154","10145","false","35476","false","2053334500***","true"
"2160","10145","false","35476","false","0253334500","true"
"2165","10145","false","35476","false","0253334500","true"
"2166","10145","false","35476","false","2053v334500","true"
"2168","10145","false","35476","false","d2053334500","true"
"2171","10145","false","35476","false","2053334500***","true"
"2172","10145","false","35476","false","20533345g00","true"
"2178","10146","false","36265","false","257824538","true"
"2181","10146","false","36265","false","256782453k8","true"
"2183","10146","false","36265","false","25678k24538","true"
"2184","10146","false","36265","false","567824538","true"
"2189","10146","false","36265","false","256824538","true"
"2196","10146","false","36265","false","256782438","true"
"2198","10146","false","36265","false","25678v24538","true"
"2207","10148","false","36401","false","251578r2480","true"
"2211","10148","false","36401","false","251578280","true"
"2216","10148","false","36401","false","25157r82480","true"
"2220","10148","false","36401","false","251578280","true"
"2227","10149","false","36117","false","334244830","true"
"2231","10149","false","36117","false","3j342448330","true"
"2233","10149","false","36117","false","3342p448330","true"
"2235","10149","false","36117","false","332448330","true"
"2240","10149","false","36117","false","3342448330***","true"
"2241","10149","false","36117","false","33j42448330","true"
"2243","10149","false","36117","false","334c2448330","true"
"2244","10149","false","36117","false","3q342448330","true"
"2246","10149","false","36117","false","3342448330***","true"
"2249","10149","false","36117","false","334448330","true"
"2256","01014F","true","35233","false","2059334515","false"
"2258","01014F","true","35233","false","2059334515","false"
"2259","01014F","true","35233","false","2059334515","false"
"2260","01014F","true","35233","false","2059334515","false"
"2261","01014F","true","35233","false","2059334515","false"
"2262","01014F","true","35233","false","2059334515","false"
"2263","01014F","true","35233","false","2059334515","false"
"2266","01014F","true","35233","false","2059334515","false"
"2267","01014F","true","35233","false","2059334515","false"
"2269","01014F","true","35233","false","2059334515","false"
"2271","01014F","true","35233","false","2059334515","false"
"2273","01014F","true","35233","false","2059334515","false"
"2283","10150","false","36037","false","3343822f200","true"
"2284","10150","false","36037","false","3343822200***","true"
"2287","10150","false","36037","false","33y43822200","true"
"2288","10150","false","36037","false","3343h822200","true"
"2290","10150","false","36037","false","3343822200***","true"
"2292","10150","false","36037","false","3343822200***","true"
"2293","10150","false","36037","false","333822200","true"
"2295","10150","false","36037","false","3w343822200","true"
"2297","10150","false","36037","false","334382220","true"
"2310","10152","false","36693","false","251v6605236","true"
"2315","10152","false","36693","false","2516605236***","true"
"2317","10152","false","36693","false","216605236","true"
"2320","10152","false","36693","false","251665236","true"
"2322","10152","false","36693","false","2516605x236","true"
"2326","10157","false","35661","false","256361601","true"
"2330","10157","false","35661","false","256361601","true"
"2336","10157","false","35661","false","263861601","true"
"2337","10157","false","35661","false","256386101","true"
"2338","10157","false","35661","false","2563a861601","true"
"2339","10157","false","35661","false","256861601","true"
"2344","10157","false","35661","false","256861601","true"
"2353","10158","false","35653","false","2563321611***","true"
"2354","10158","false","35653","false","a2563321611","true"
"2357","10158","false","35653","false","2563321611***","true"
"2367","10158","false","35653","false","256332161q1","true"
"2369","10158","false","35653","false","2563e321611","true"
"2372","10158","false","35653","false","2563m321611","true"
"2374","10164","false","35150","false","262495000","true"
"2407","10168","false","36867","false","r3347323456","true"
"2412","10168","false","36867","false","z3347323456","true"
"2413","10168","false","36867","false","3347o323456","true"
"2421","10168","false","36867","false","347323456","true"
"2422","10168","false","36867","false","334323456","true"
"2424","10168","false","36867","false","334323456","true"
"2425","10168","false","36867","false","3347323456***","true"
"2429","10168","false","36867","false","334732h3456","true"
"2438","10169","false","36502","false","2513682500***","true"
"2439","10169","false","36502","false","513682500","true"
"2444","10169","false","36502","false","251p3682500","true"
"2445","10169","false","36502","false","25q13682500","true"
"2455","01019F","true","36109","false","3342604100","false"
"2457","01019F","true","36109","false","3342604100","false"
"2458","01019F","true","36109","false","3342604100***","true"
"2459","01019F","true","36109","false","3342604100","false"
"2460","01019F","true","36109","false","3342604100","false"
"2461","01019F","true","36109","false","3342604100","false"
"2463","01019F","true","36109","false","3342604010","false"
"2464","01019F","true","36109","false","3342601400","false"
"2466","01019F","true","36109","false","334260410","true"
"2470","01019F","true","36109","false","3342601400","false"
"2471","01019F","true","36109","false","334260100","true"
"2473","01019F","true","36109","false","334604100","true"
"2475","01019F","true","36109","false","334260l4100","true"
"2478","01019F","true","36109","false","334260b4100","true"
"2479","01019F","true","36109","false","342604100","true"
"2481","01021F","true","35404","false","2055542000","false"
"2482","01021F","true","35404","false","205542000","true"
"2483","01021F","true","35404","false","2055542000","false"
"2484","01021F","true","35404","false","2055542p000","true"
"2486","01021F","true","35404","false","2055540200","false"
"2491","01021F","true","35404","false","20555g42000","true"
"2493","01021F","true","35404","false","2055542000***","true"
"2496","01021F","true","35404","false","2055542w000","true"
"2498","01021F","true","35404","false","2055542000","false"
"2500","01021F","true","35404","false","205552000","true"
"2501","01021F","true","35404","false","2055y542000","true"
"2502","01021F","true","35404","false","205554200","true"
"2503","01021F","true","35404","false","2055542000***","true"
"2508","11300","false","36518","false","e2518472223","true"
"2513","11300","false","36518","false","2518472223***","true"
"2517","11300","false","36518","false","218472223","true"
"2518","11300","false","36518","false","518472223","true"
"2519","11300","false","36518","false","t2518472223","true"
"2521","11300","false","36518","false","518472223","true"
"2523","11300","false","36518","false","251472223","true"
"2524","11300","false","36518","false","2518472j223","true"
"2529","11300","false","36518","false","2518y472223","true"
"2538","11302","false","35582","false","25b63569532","true"
"2540","11302","false","35582","false","563569532","true"
"2542","11302","false","35582","false","256356l9532","true"
"2545","11302","false","35582","false","2w563569532","true"
"2547","11302","false","35582","false","256356f9532","true"
"2551","11302","false","35582","false","563569532","true"
"2552","11302","false","35582","false","563569532","true"
"2558","11303","false","36274","false","334834111","true"
"2560","11303","false","36274","false","338634111","true"
"2566","11303","false","36274","false","3a348634111","true"
"2568","11303","false","36274","false","h3348634111","true"
"2570","11303","false","36274","false","348634111","true"
"2571","11303","false","36274","false","334863e4111","true"
"2574","11303","false","36274","false","3348634111***","true"
"2578","11303","false","36274","false","33486341e11","true"
"3105","10005","false","35631","false","501745704","true"
"2956","30006","false","36302","false","503275461","true"
"2960","30006","false","35660","false","520327561","true"
"3030","10008","false","35233","false","520458461","true"
"3032","30043","false","35233","false","n5204584641","true"
"3034","30043","false","35660","false","204584641","true"
"3098","10019","false","36302","false","5015527i100","true"
"3115","41313","false","35660","false","501745700u4","true"
"3117","41313","false","35233","false","5017457d004","true"
"3123","41313","false","35640","false","0517457004","true"
"3137","50025","false","35233","false","61954e36737","true"
"3138","50025","false","35660","false","619543737","true"
"3139","50025","false","35233","false","619j5436737","true"
